time	aortic_valve_pos	mitral_valve_pos	muscle_length	muscle_stress	muscle_ATP_used_per_liter_per_s	muscle_ATP_concentration	hr_new_beat	hr_heart_rate_bpm	memb_Ca_cytosol	memb_Ca_sr	memb_activation	memb_t_open_left_s	memb_k_serca	memb_k_leak	memb_k_active	memb_J_release	memb_J_uptake	mito_volume	mito_ATP_generated_M_per_liter_per_s	fs_muscle_length	fs_muscle_stress	fs_hs_length	fs_hs_stress_titin	fs_hs_stress_extracellular	fs_hs_stress_viscous	fs_hs_stress_total	fs_hs_a_pop_0	fs_hs_a_pop_1	fs_hs_m_pop_0	fs_hs_m_pop_1	fs_hs_m_pop_2	fs_hs_m_pop_3	fs_hs_c_pop_0	fs_hs_c_pop_1	fs_hs_c_pop_2	fs_sc_extension	fs_sc_last_extension	fs_sc_force	vent_wall_volume	vent_wall_thickness	vent_chamber_radius	vent_chamber_height	vent_n_hs	vent_stroke_work_J	vent_stroke_energy_used_J	vent_efficiency	vent_ejection_fraction	vent_ATP_used_per_s	vent_stroke_volume	vent_cardiac_output	rc_1_C	rc_heart_rate_t_RR_interval_s	rc_2_C	rc_membranes_k_active	rc_3_C	rc_membranes_k_serca	rc_4_C	rc_FiberSim_m_state_1_trans_1_param_1	rc_5_C	rc_FiberSim_k_on	rc_6_C	rc_circulation_resistance_4	rc_7_C	rc_circulation_compliance_7	baro_active	baro_P_set	baro_A	baro_B	gc_1_prop_signal	gc_1_deriv_signal	gc_1_output	gc_1_slope	gc_2_prop_signal	gc_2_deriv_signal	gc_2_output	gc_2_slope	growth_active	circ_blood_volume	pressure_0	pressure_1	pressure_2	pressure_3	pressure_4	pressure_5	pressure_6	volume_0	volume_1	volume_2	volume_3	volume_4	volume_5	volume_6	flow_0	flow_1	flow_2	flow_3	flow_4	flow_5	flow_6
4.97	0	1	992.827	934.63	-0	0.00766702	0	60	7.53553e-08	0.000999925	0	-0.96	8	0.0006	0.082	5.99955e-07	6.02842e-07	3.6e-05	0.000396	992.827	934.63	992.734	789.774	60.7721	8.33372	857.888	0.988426	0.0115741	0.895062	0.104938	0	0	1	0	0	0.093463	0.0935398	934.63	0.1	0.00771239	0.0215808	0.104886	160981	0.703604	-1.37162	0.512971	0.575103	-0	0.0643847	3.86695	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.416419	0.5	0	0	0	0	0	0	0	0	0	4.5	5.91699	56.251	55.7115	23.6002	11.1313	8.62824	7.46424	0.102308	0.322487	0.344543	0.12359	0.251113	0.758839	2.59712	0.0773623	-0	0.0134856	0.0401392	0.0498758	0.0500605	0.0581999
4.98	0	1	993.685	960.139	-0	0.00767098	0	60	7.53275e-08	0.000999925	0	-0.97	8	0.0006	0.082	5.99955e-07	6.0262e-07	3.6e-05	0.000396	993.685	960.139	993.589	799.85	62.308	7.67655	1431.95	0.979167	0.0208333	0.885802	0.111883	0.000771605	0.00154321	1	0	0	0.0960139	0.0955421	960.139	0.1	0.00767835	0.0216198	0.105326	160981	0.703604	-1.37162	0.512971	0.575103	-0	0.0643847	3.86695	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.415603	0.5	0	0	0	0	0	0	0	0	0	4.5	5.96626	55.9149	55.3795	23.5029	11.1128	8.62548	7.46146	0.103109	0.322353	0.344277	0.123493	0.251111	0.758756	2.5969	0.07476	-0	0.0133868	0.0398457	0.0495607	0.0497458	0.0582006
4.99	0	1	994.288	1055.43	-0	0.00767494	0	60	7.53019e-08	0.000999925	0	-0.98	8	0.0006	0.082	5.99955e-07	6.02415e-07	3.6e-05	0.000396	994.288	1055.43	994.183	806.862	63.382	4.82383	1715.09	0.981481	0.0185185	0.875	0.122685	0	0.00231481	1	0	0	0.105543	0.104883	1055.43	0.1	0.00765313	0.0216479	0.105639	160981	0.703604	-1.37162	0.512971	0.575103	-0	0.0643847	3.86695	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.414793	0.5	0	0	0	0	0	0	0	0	0	4.5	6.50532	55.5814	55.0498	23.4059	11.0942	8.62263	7.4612	0.103685	0.322219	0.344014	0.123396	0.251109	0.75867	2.59691	0.047794	-0	0.0132889	0.0395549	0.0492466	0.0494321	0.0580714
5.01	0	0.984667	993.975	2099.3	-0.000986425	0.00767892	1	60	8.56657e-07	0.000999143	0	0	8	0.0006	0.082	5.99486e-07	6.85325e-06	3.6e-05	0.000396	993.975	2099.3	993.765	800.264	62.6248	-28.6408	10427.4	0.12037	0.87963	0.720679	0.222222	0.0223765	0.0347222	1	0	0	0.20993	0.201602	2099.3	0.1	0.00764871	0.0216437	0.105527	160981	0.711698	-1.31392	0.54166	0.640096	-9.86425e-05	0.0689891	4.14349	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.413192	0.5	0	0	0	0	0	0	0	0	0	4.5	11.9761	54.9215	54.3977	23.2125	11.0572	8.61688	7.47416	0.103534	0.321956	0.343492	0.123203	0.251106	0.758498	2.59821	-0.221645	-0	0.0130958	0.0389815	0.0486214	0.048806	0.0571358
5.02	0	0	990.271	4874.93	-0	0.00766907	0	60	7.96555e-07	0.000999203	0	-0.01	8	0.0006	0.082	5.99522e-07	6.37244e-06	3.6e-05	0.000396	990.271	4874.93	989.783	752.242	55.5871	6.37468	15621.6	0.118056	0.881944	0.660494	0.256944	0.0277778	0.054784	1	0	0	0.487493	0.476746	4874.93	0.1	0.00781106	0.0214647	0.103585	160981	0.711698	-1.31392	0.54166	0.640096	-0	0.0689891	4.14349	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.412401	0.5	0	0	0	0	0	0	0	0	0	4.5	30.0267	54.5952	54.0752	23.1163	11.0389	8.61448	7.52866	0.0999546	0.321825	0.343234	0.123107	0.251104	0.758429	2.60235	-0	-0	0.0130006	0.0386986	0.0483094	0.0484885	0.0542911
5.03	0	0	990.244	9328.28	-0.000986425	0.00765626	0	60	7.41075e-07	0.000999259	0	-0.02	8	0.0006	0.082	5.99555e-07	5.9286e-06	3.6e-05	0.000396	990.244	9328.28	989.312	743.966	54.7739	-0.175658	29065.4	0.113426	0.886574	0.490741	0.37037	0.0447531	0.0941358	1	0	0	0.932828	0.91309	9328.28	0.1	0.00781092	0.0214652	0.10358	160981	0.711698	-1.31392	0.54166	0.640096	-9.86425e-05	0.0689891	4.14349	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.411616	0.5	0	0	0	0	0	0	0	0	0	4.5	57.5989	54.2713	53.755	23.0203	11.0212	8.61256	7.53542	0.0999546	0.321696	0.342978	0.123011	0.251102	0.758371	2.60289	-0	0	0.0129063	0.0384184	0.0479965	0.0481724	0.0538572
5.04	1	0	983.099	13584	-0.00295928	0.00763161	0	60	6.89861e-07	0.00099931	0	-0.03	8	0.0006	0.082	5.99586e-07	5.51889e-06	3.6e-05	0.000396	983.099	13584	981.741	661.209	42.2866	-136.239	-2924.21	0.131944	0.868056	0.606481	0.268519	0.0378086	0.0871914	1	0	0	1.3584	1.3749	13584	0.1	0.00801405	0.0211782	0.10018	160981	0.711698	-1.31392	0.54166	0.640096	-0.000295928	0.0689891	4.14349	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.435646	0.5	0	0	0	0	0	0	0	0	0	4.5	92.9298	64.1147	53.8639	22.9252	11.0037	8.61069	7.54213	0.0941059	0.32683	0.343309	0.122916	0.2511	0.758315	2.60342	-0	1.44076	0.256269	0.0386734	0.0476861	0.0478593	0.0534279
5.05	1	0	975.342	11193.7	-0.000986425	0.00761289	0	60	6.42584e-07	0.000999357	0	-0.04	8	0.0006	0.082	5.99614e-07	5.14067e-06	3.6e-05	0.000396	975.342	11193.7	974.223	572.898	30.8846	-40.1814	5388.16	0.164352	0.835648	0.756173	0.19213	0.0216049	0.0300926	1	0	0	1.11937	1.12518	11193.7	0.1	0.00841194	0.0207822	0.0961884	160981	0.711698	-1.31392	0.54166	0.640096	-9.86425e-05	0.0689891	4.14349	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.461565	0.5	0	0	0	0	0	0	0	0	0	4.5	82.3734	74.5955	58.2972	22.8595	10.9885	8.60885	7.54878	0.0870087	0.32982	0.347001	0.122856	0.251099	0.75826	2.60396	-0	0.388898	0.407458	0.0442971	0.0474841	0.0475927	0.0530034
5.06	1	0	970.68	11183.4	-0.000986425	0.00760501	0	60	5.98943e-07	0.000999401	0	-0.05	8	0.0006	0.082	5.99641e-07	4.79154e-06	3.6e-05	0.000396	970.68	11183.4	969.562	518.651	24.2782	-59.9644	10618.2	0.125	0.875	0.66821	0.253086	0.0270062	0.0516975	1	0	0	1.11834	1.11891	11183.4	0.1	0.00861131	0.0205638	0.0939317	160981	0.711698	-1.31392	0.54166	0.640096	-9.86425e-05	0.0689891	4.14349	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.462576	0.5	0	0	0	0	0	0	0	0	0	4.5	84.7263	75.0022	62.1614	22.851	10.9819	8.60709	7.55538	0.0831912	0.330166	0.350001	0.122853	0.251098	0.758208	2.60448	-0	0.486203	0.321021	0.0491379	0.0474766	0.0474952	0.0525853
5.07	1	0	963.587	11436.1	-0.00197285	0.00759023	0	60	5.58657e-07	0.000999441	0	-0.06	8	0.0006	0.082	5.99665e-07	4.46925e-06	3.6e-05	0.000396	963.587	11436.1	962.443	438.976	14.8269	-75.6472	7343.07	0.164352	0.835648	0.679012	0.231481	0.0246914	0.0648148	1	0	0	1.14361	1.1477	11436.1	0.1	0.00893056	0.020221	0.0905215	160981	0.711698	-1.31392	0.54166	0.640096	-0.000197285	0.0689891	4.14349	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.476126	0.5	0	0	0	0	0	0	0	0	0	4.5	92.6266	80.443	65.7375	22.8865	10.9833	8.60546	7.56193	0.0775202	0.332419	0.352904	0.122892	0.251098	0.758159	2.60501	-0	0.609179	0.367638	0.0535637	0.0476128	0.0475576	0.0521763
5.08	1	0	955.972	11100.1	-0.00295928	0.00757742	0	60	5.21468e-07	0.000999479	0	-0.07	8	0.0006	0.082	5.99687e-07	4.17175e-06	3.6e-05	0.000396	955.972	11100.1	954.862	355.496	5.55026	-73.3036	4434.16	0.180556	0.819444	0.719136	0.203704	0.0262346	0.0509259	1	0	0	1.11001	1.11667	11100.1	0.1	0.00930499	0.0198376	0.0868886	160981	0.711698	-1.31392	0.54166	0.640096	-0.000295928	0.0689891	4.14349	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.489264	0.5	0	0	0	0	0	0	0	0	0	4.5	97.0598	85.7051	69.843	22.9673	10.9923	8.60401	7.56843	0.0716144	0.334453	0.356212	0.122978	0.251099	0.758116	2.60553	-0	0.567735	0.396553	0.0585947	0.0478997	0.0477663	0.0517787
5.09	1	0	950.27	10295.2	-0.000986425	0.00756757	0	60	4.87139e-07	0.000999513	0	-0.08	8	0.0006	0.082	5.99708e-07	3.89711e-06	3.6e-05	0.000396	950.27	10295.2	949.241	292.984	-0.847326	-51.7386	7389.79	0.219907	0.780093	0.756173	0.179012	0.0200617	0.0447531	1	0	0	1.02952	1.03243	10295.2	0.1	0.00961483	0.0195373	0.084177	160981	0.711698	-1.31392	0.54166	0.640096	-9.86425e-05	0.0689891	4.14349	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.493679	0.5	0	0	0	0	0	0	0	0	0	4.5	94.8898	87.4716	73.8447	23.0949	11.0093	8.60278	7.57488	0.0672948	0.335019	0.359353	0.12311	0.251101	0.75808	2.60604	-0	0.370914	0.340671	0.0634372	0.0483425	0.0481301	0.0513947
5.1	1	0	944.777	9974.17	-0.00197285	0.00755772	0	60	4.5545e-07	0.000999545	0	-0.09	8	0.0006	0.082	5.99727e-07	3.6436e-06	3.6e-05	0.000396	944.777	9974.17	943.78	233.438	-7.15566	-55.795	6554.09	0.289352	0.710648	0.739198	0.206019	0.0169753	0.0378086	1	0	0	0.997417	1.00084	9974.17	0.1	0.00990519	0.0192504	0.0816291	160981	0.711698	-1.31392	0.54166	0.640096	-0.000197285	0.0689891	4.14349	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.498124	0.5	0	0	0	0	0	0	0	0	0	4.5	97.1167	89.2496	77.0372	23.261	11.0335	8.60182	7.58129	0.0633552	0.335788	0.361868	0.123279	0.251104	0.758052	2.60655	-0	0.393358	0.305308	0.0672204	0.0489097	0.0486341	0.0510265
5.11	1	0	940.367	9518.21	-0	0.00754885	0	60	4.26197e-07	0.000999574	0	-0.1	8	0.0006	0.082	5.99744e-07	3.40957e-06	3.6e-05	0.000396	940.367	9518.21	939.415	186.031	-12.4801	-48.2375	7443.47	0.298611	0.701389	0.739198	0.199846	0.0208333	0.0401235	1	0	0	0.951821	0.953896	9518.21	0.1	0.0101553	0.0190122	0.0795883	160981	0.711698	-1.31392	0.54166	0.640096	-0	0.0689891	4.14349	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.500108	0.5	0	0	0	0	0	0	0	0	0	4.5	96.7061	90.0433	79.7357	23.456	11.0634	8.60116	7.58765	0.060252	0.336093	0.363976	0.123477	0.251107	0.758033	2.60706	-0	0.333139	0.257691	0.0703496	0.0495704	0.0492452	0.0506758
5.12	1	0	935.039	9362.51	-0.00197285	0.00753604	0	60	3.99193e-07	0.000999601	0	-0.11	8	0.0006	0.082	5.9976e-07	3.19355e-06	3.6e-05	0.000396	935.039	9362.51	934.102	128.733	-19.3201	-57.5936	7259.94	0.391204	0.608796	0.726852	0.216821	0.0208333	0.0354938	1	0	0	0.936251	0.938354	9362.51	0.1	0.0104529	0.0187252	0.0771717	160981	0.711698	-1.31392	0.54166	0.640096	-0.000197285	0.0689891	4.14349	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.506161	0.5	0	0	0	0	0	0	0	0	0	4.5	100.298	92.4647	82.0323	23.6724	11.0977	8.60084	7.59396	0.0566724	0.337117	0.365814	0.123695	0.25111	0.758025	2.60757	-0	0.391676	0.260809	0.0729499	0.0502987	0.0499366	0.0503438
5.13	1	0	929.572	8946.05	-0.00295928	0.00752225	0	60	3.74266e-07	0.000999626	0	-0.12	8	0.0006	0.082	5.99775e-07	2.99413e-06	3.6e-05	0.000396	929.572	8946.05	928.678	71.2196	-26.733	-53.2941	5901.79	0.363426	0.636574	0.714506	0.231481	0.0192901	0.0347222	1	0	0	0.894605	0.897649	8946.05	0.1	0.0107828	0.0184201	0.0746998	160981	0.711698	-1.31392	0.54166	0.640096	-0.000295928	0.0689891	4.14349	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.512224	0.5	0	0	0	0	0	0	0	0	0	4.5	101.828	94.8908	84.4342	23.9076	11.1354	8.60086	7.60024	0.0530836	0.338042	0.367733	0.123932	0.251114	0.758027	2.60807	-0	0.34687	0.261414	0.0756583	0.0510885	0.0506916	0.0500312
5.14	1	0	923.186	8661.87	-0	0.0075193	0	60	3.51255e-07	0.000999649	0	-0.13	8	0.0006	0.082	5.99789e-07	2.81004e-06	3.6e-05	0.000396	923.186	8661.87	922.32	3.9828	-36.0095	-61.8894	4908.86	0.428241	0.571759	0.760802	0.18287	0.0185185	0.0378086	1	0	0	0.866187	0.86994	8661.87	0.1	0.0111732	0.0180596	0.0718628	160981	0.711698	-1.31392	0.54166	0.640096	-0	0.0689891	4.14349	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.520131	0.5	0	0	0	0	0	0	0	0	0	4.5	105.676	98.0566	86.8417	24.1613	11.1767	8.60125	7.60647	0.0490887	0.339323	0.369675	0.124188	0.251118	0.758039	2.60857	-0	0.380957	0.280371	0.0783505	0.0519388	0.0515081	0.0497386
5.15	1	0	918.758	7936.94	-0.000986425	0.00750847	0	60	3.30014e-07	0.00099967	0	-0.14	8	0.0006	0.082	5.99802e-07	2.64011e-06	3.6e-05	0.000396	918.758	7936.94	917.965	-42.0488	-42.7534	-26.7755	4666.04	0.476852	0.523148	0.774691	0.179012	0.0138889	0.0324074	1	0	0	0.793694	0.796964	7936.94	0.1	0.0114907	0.0177901	0.0698603	160981	0.711698	-1.31392	0.54166	0.640096	-9.86425e-05	0.0689891	4.14349	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.522025	0.5	0	0	0	0	0	0	0	0	0	4.5	102.352	98.8157	89.2	24.4337	11.2213	8.60201	7.61268	0.0463068	0.339463	0.371519	0.124462	0.251123	0.758063	2.60906	-0	0.176816	0.240391	0.0809579	0.0528497	0.0523853	0.0494666
5.16	1	0	915.924	7704.32	-0	0.0075075	0	60	3.10405e-07	0.00099969	0	-0.15	8	0.0006	0.082	5.99814e-07	2.48324e-06	3.6e-05	0.000396	915.924	7704.32	915.154	-72.15	-47.2826	-36.1471	5981	0.506944	0.493056	0.782407	0.175154	0.0146605	0.0277778	1	0	0	0.770432	0.772155	7704.32	0.1	0.0116725	0.0176258	0.0686298	160981	0.711698	-1.31392	0.54166	0.640096	-0	0.0689891	4.14349	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.519399	0.5	0	0	0	0	0	0	0	0	0	4.5	102.045	97.7633	90.7223	24.7185	11.2688	8.60316	7.61884	0.0446551	0.339143	0.372671	0.124747	0.251127	0.758099	2.60956	-0	0.214096	0.176025	0.0825048	0.0537986	0.0533132	0.0492156
5.17	1	0	913.64	7246.58	-0.000986425	0.00750554	0	60	2.92305e-07	0.000999708	0	-0.16	8	0.0006	0.082	5.99825e-07	2.33844e-06	3.6e-05	0.000396	913.64	7246.58	912.916	-95.8923	-50.9906	-13.5638	6068.4	0.613426	0.386574	0.780864	0.191358	0.00925926	0.0185185	1	0	0	0.724658	0.725837	7246.58	0.1	0.0118501	0.0174817	0.0676028	160981	0.711698	-1.31392	0.54166	0.640096	-9.86425e-05	0.0689891	4.14349	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.518478	0.5	0	0	0	0	0	0	0	0	0	4.5	98.8716	97.3946	91.7759	25.0059	11.3177	8.6047	7.62498	0.0432702	0.338891	0.373478	0.125035	0.251132	0.758146	2.61005	-0	0.0738493	0.140469	0.0834624	0.0547529	0.0542606	0.0489858
5.18	1	0	910.457	7360.37	-0.000986425	0.00750161	0	60	2.75596e-07	0.000999724	0	-0.17	8	0.0006	0.082	5.99835e-07	2.20477e-06	3.6e-05	0.000396	910.457	7360.37	909.721	-130.009	-56.4458	-50.5933	4868.94	0.659722	0.340278	0.771605	0.195216	0.00771605	0.025463	1	0	0	0.736037	0.738529	7360.37	0.1	0.0120337	0.0173023	0.0662702	160981	0.711698	-1.31392	0.54166	0.640096	-9.86425e-05	0.0689891	4.14349	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.51997	0.5	0	0	0	0	0	0	0	0	0	4.5	103.804	97.9923	92.3093	25.2903	11.3669	8.60663	7.63109	0.0415515	0.339345	0.373906	0.125318	0.251137	0.758205	2.61054	-0	0.290582	0.142076	0.0837737	0.0556937	0.0552051	0.0487769
5.19	1	0	908.713	6915.98	-0	0.00749176	0	60	2.60172e-07	0.00099974	0	-0.18	8	0.0006	0.082	5.99844e-07	2.08138e-06	3.6e-05	0.000396	908.713	6915.98	908.021	-148.582	-59.429	-18.4583	7450.34	0.726852	0.273148	0.790123	0.181327	0.00617284	0.0223765	1	0	0	0.691598	0.691064	6915.98	0.1	0.0121908	0.0171845	0.0654728	160981	0.711698	-1.31392	0.54166	0.640096	-0	0.0689891	4.14349	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.518981	0.5	0	0	0	0	0	0	0	0	0	4.5	99.4267	97.5959	93.027	25.5698	11.4156	8.60894	7.63718	0.0404943	0.339016	0.374451	0.125598	0.251142	0.758276	2.61102	-0	0.0915403	0.114223	0.0843214	0.0566172	0.0561322	0.0485881
5.2	1	0	906.578	6698.75	-0.000986425	0.00749276	0	60	2.45934e-07	0.000999754	0	-0.19	8	0.0006	0.082	5.99852e-07	1.96747e-06	3.6e-05	0.000396	906.578	6698.75	905.908	-170.987	-63.2177	-14.3465	5364.41	0.706019	0.293981	0.790123	0.18287	0.00617284	0.0208333	1	0	0	0.669875	0.671209	6698.75	0.1	0.0123466	0.0170517	0.0645475	160981	0.711698	-1.31392	0.54166	0.640096	-9.86425e-05	0.0689891	4.14349	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.519398	0.5	0	0	0	0	0	0	0	0	0	4.5	99.3929	97.7631	93.3853	25.8433	11.4637	8.61162	7.64325	0.0393071	0.339077	0.374733	0.12587	0.251147	0.758357	2.61151	-0	0.0814922	0.109443	0.0844275	0.0575183	0.0570417	0.0484188
5.21	0.999703	0	905.808	6397.35	-0	0.00749573	0	60	2.3279e-07	0.000999767	0	-0.2	8	0.0006	0.082	5.9986e-07	1.86232e-06	3.6e-05	0.000396	905.808	6397.35	905.169	-178.945	-64.5636	7.02821	5412.18	0.847222	0.152778	0.837963	0.14429	0.00308642	0.0146605	1	0	0	0.639735	0.64072	6397.35	0.1	0.0124238	0.0169965	0.0641886	160981	0.711698	-1.31392	0.54166	0.640096	-0	0.0689891	4.14349	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.516845	0.5	0	0	0	0	0	0	0	0	0	4.5	96.1163	96.7404	93.5715	26.1083	11.5109	8.61465	7.64929	0.0388358	0.338586	0.374852	0.126134	0.251152	0.758449	2.61199	-0	-0.0311945	0.0792214	0.084329	0.0583896	0.0579245	0.0482682
5.22	0.688698	0	910.659	5478.72	-0	0.00749574	0	60	2.20658e-07	0.000999779	0	-0.21	8	0.0006	0.082	5.99868e-07	1.76526e-06	3.6e-05	0.000396	910.659	5478.72	910.111	-125.401	-55.77	68.4075	2412.1	0.898148	0.101852	0.871914	0.122685	0	0.00540123	1	0	0	0.547872	0.550939	5478.72	0.1	0.0121388	0.0172731	0.0661986	160981	0.711698	-1.31392	0.54166	0.640096	-0	0.0689891	4.14349	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.501466	0.5	0	0	0	0	0	0	0	0	0	4.5	79.2174	90.5865	92.8859	26.3603	11.5566	8.61802	7.65531	0.0413665	0.335901	0.374168	0.126384	0.251156	0.758551	2.61247	-0	-0.391492	-0.0574848	0.083157	0.0592149	0.0587713	0.0481352
5.23	0	0	912.181	4526.97	-0	0.00749872	0	60	2.09458e-07	0.000999791	0	-0.22	8	0.0006	0.082	5.99874e-07	1.67566e-06	3.6e-05	0.000396	912.181	4526.97	911.728	-108.276	-52.9964	1.58123	2203.1	0.888889	0.111111	0.859568	0.131944	0.00308642	0.00540123	1	0	0	0.452697	0.455021	4526.97	0.1	0.0119642	0.0173886	0.0669478	160981	0.711698	-1.31392	0.54166	0.640096	-0	0.0689891	4.14349	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.497487	0.5	0	0	0	0	0	0	0	0	0	4.5	63.4465	88.9949	90.8821	26.5836	11.5989	8.6217	7.66132	0.0423959	0.335645	0.372578	0.126604	0.25116	0.758663	2.61295	-0	-0	-0.0471784	0.0803731	0.0599387	0.0595442	0.0480188
5.24	0	0	912.175	3805.25	-0	0.00750169	0	60	1.99119e-07	0.000999801	0	-0.23	8	0.0006	0.082	5.99881e-07	1.59295e-06	3.6e-05	0.000396	912.175	3805.25	911.795	-107.057	-52.8828	0.500922	362.147	0.888889	0.111111	0.887346	0.109568	0.000771605	0.00231481	1	0	0	0.380525	0.383968	3805.25	0.1	0.0119642	0.0173887	0.0669471	160981	0.711698	-1.31392	0.54166	0.640096	-0	0.0689891	4.14349	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.498906	0.5	0	0	0	0	0	0	0	0	0	4.5	53.7476	89.5623	89.6049	26.7761	11.6362	8.62566	7.66732	0.0423959	0.335826	0.371604	0.126794	0.251164	0.758782	2.61343	-0	-0	-0.001066	0.0785359	0.0605598	0.0602106	0.047917
5.25	0	0	912.175	3143.37	-0	0.00750565	0	60	1.89575e-07	0.00099981	0	-0.24	8	0.0006	0.082	5.99886e-07	1.5166e-06	3.6e-05	0.000396	912.175	3143.37	911.86	-106.674	-52.7715	0.147208	1853.13	0.916667	0.0833333	0.858025	0.136574	0	0.00540123	1	0	0	0.314337	0.315627	3143.37	0.1	0.0119642	0.0173887	0.066947	160981	0.711698	-1.31392	0.54166	0.640096	-0	0.0689891	4.14349	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.49841	0.5	0	0	0	0	0	0	0	0	0	4.5	43.9655	89.364	88.73	26.9472	11.6696	8.62986	7.67331	0.0423959	0.33573	0.370923	0.126963	0.251167	0.758909	2.61391	-0	-0	0.0158481	0.0772285	0.0611107	0.0607941	0.0478278
5.26	0	0	912.175	2658.31	-0	0.00750764	0	60	1.80765e-07	0.000999819	0	-0.25	8	0.0006	0.082	5.99892e-07	1.44612e-06	3.6e-05	0.000396	912.175	2658.31	911.909	-105.911	-52.6893	0.178348	895.946	0.946759	0.0532407	0.896605	0.0987654	0.00231481	0.00231481	1	0	0	0.265831	0.267593	2658.31	0.1	0.0119642	0.0173887	0.066947	160981	0.711698	-1.31392	0.54166	0.640096	-0	0.0689891	4.14349	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.497216	0.5	0	0	0	0	0	0	0	0	0	4.5	37.3683	88.8866	88.0097	27.1011	11.7	8.63428	7.67928	0.0423959	0.335533	0.370354	0.127116	0.25117	0.759042	2.61439	-0	-0	0.0219223	0.0761357	0.0616045	0.0613144	0.0477498
5.27	0	0	912.175	2350.24	-0	0.00750963	0	60	1.72632e-07	0.000999827	0	-0.26	8	0.0006	0.082	5.99896e-07	1.38106e-06	3.6e-05	0.000396	912.175	2350.24	911.94	-105.725	-52.637	0.0831312	1521.38	0.9375	0.0625	0.884259	0.108796	0.00231481	0.00462963	1	0	0	0.235024	0.235853	2350.24	0.1	0.0119642	0.0173887	0.066947	160981	0.711698	-1.31392	0.54166	0.640096	-0	0.0689891	4.14349	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.495777	0.5	0	0	0	0	0	0	0	0	0	4.5	32.8344	88.3106	87.3516	27.2399	11.7279	8.63888	7.68524	0.0423959	0.3353	0.36983	0.127253	0.251173	0.75918	2.61487	-0	-0	0.0239757	0.0751397	0.0620477	0.061781	0.0476817
