time	aortic_valve_pos	mitral_valve_pos	muscle_length	muscle_stress	muscle_ATP_used_per_liter_per_s	muscle_ATP_concentration	hr_new_beat	hr_heart_rate_bpm	memb_Ca_cytosol	memb_Ca_sr	memb_activation	memb_t_open_left_s	memb_k_serca	memb_k_leak	memb_k_active	memb_J_release	memb_J_uptake	mito_volume	mito_ATP_generated_M_per_liter_per_s	fs_muscle_length	fs_muscle_stress	fs_hs_length	fs_hs_stress_titin	fs_hs_stress_extracellular	fs_hs_stress_viscous	fs_hs_stress_total	fs_hs_a_pop_0	fs_hs_a_pop_1	fs_hs_m_pop_0	fs_hs_m_pop_1	fs_hs_m_pop_2	fs_hs_m_pop_3	fs_hs_c_pop_0	fs_hs_c_pop_1	fs_hs_c_pop_2	fs_sc_extension	fs_sc_last_extension	fs_sc_force	vent_wall_volume	vent_wall_thickness	vent_chamber_radius	vent_chamber_height	vent_n_hs	vent_stroke_work_J	vent_stroke_energy_used_J	vent_efficiency	vent_ejection_fraction	vent_ATP_used_per_s	vent_stroke_volume	vent_cardiac_output	rc_1_C	rc_heart_rate_t_RR_interval_s	rc_2_C	rc_membranes_k_active	rc_3_C	rc_membranes_k_serca	rc_4_C	rc_FiberSim_m_state_1_trans_1_param_1	rc_5_C	rc_FiberSim_k_on	rc_6_C	rc_circulation_resistance_4	rc_7_C	rc_circulation_compliance_7	baro_active	baro_P_set	baro_A	baro_B	gc_1_prop_signal	gc_1_deriv_signal	gc_1_output	gc_1_slope	gc_2_prop_signal	gc_2_deriv_signal	gc_2_output	gc_2_slope	growth_active	circ_blood_volume	pressure_0	pressure_1	pressure_2	pressure_3	pressure_4	pressure_5	pressure_6	volume_0	volume_1	volume_2	volume_3	volume_4	volume_5	volume_6	flow_0	flow_1	flow_2	flow_3	flow_4	flow_5	flow_6
1.32	0	0	951.591	1861.04	-0	0.00715478	0	60	1.40417e-07	0.00099986	0	-0.31	8	0.0006	0.082	5.99916e-07	1.12334e-06	3.6e-05	0.000396	951.591	1861.04	951.405	317.752	1.57358	0.160824	252.801	0.951389	0.0486111	0.895062	0.100309	0.00308642	0.00154321	1	0	0	0.186104	0.187712	1861.04	0.1	0.00958338	0.019589	0.0847227	160981	0.681058	-1.65128	0.412444	0.580419	-0	0.0913194	5.48465	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.446839	0.5	0	0	0	0	0	0	0	0	0	4.5	17.2943	68.6547	67.822	18.6785	9.53333	7.73322	8.10703	0.0680897	0.327441	0.354217	0.118703	0.250954	0.732051	2.64854	-0	-0	0.0208176	0.0614294	0.0365807	0.0360022	-0.0186908
1.33	0	0	951.591	1772.49	-0	0.00715776	0	60	1.35387e-07	0.000999865	0	-0.32	8	0.0006	0.082	5.99919e-07	1.0831e-06	3.6e-05	0.000396	951.591	1772.49	951.414	317.492	1.58357	-0.0507096	2279.59	0.967593	0.0324074	0.873457	0.121142	0.000771605	0.00462963	1	0	0	0.177249	0.176742	1772.49	0.1	0.00958338	0.019589	0.0847227	160981	0.681058	-1.65128	0.412444	0.580419	-0	0.0913194	5.48465	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.445561	0.5	0	0	0	0	0	0	0	0	0	4.5	16.0971	68.1379	67.3179	18.9194	9.58985	7.75141	8.10475	0.0680897	0.327235	0.353814	0.118943	0.25096	0.732597	2.64836	-0	-0	0.0205004	0.0604981	0.0373182	0.0367689	-0.0176671
1.34	0	0	951.591	1639.69	-0	0.00716172	0	60	1.30743e-07	0.000999869	0	-0.33	8	0.0006	0.082	5.99922e-07	1.04595e-06	3.6e-05	0.000396	951.591	1639.69	951.427	317.852	1.59856	0.0725315	914.38	0.976852	0.0231481	0.876543	0.121914	0.000771605	0.000771605	1	0	0	0.163969	0.164695	1639.69	0.1	0.00958338	0.019589	0.0847227	160981	0.681058	-1.65128	0.412444	0.580419	-0	0.0913194	5.48465	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.444304	0.5	0	0	0	0	0	0	0	0	0	4.5	15.1104	67.6289	66.8213	19.144	9.64353	7.76951	8.1026	0.0680897	0.327031	0.353418	0.119166	0.250965	0.733139	2.64819	-0	-0	0.0201907	0.0595966	0.0380019	0.0374803	-0.0166545
1.35	0	0	951.591	1401.82	-0	0.00716568	0	60	1.26457e-07	0.000999874	0	-0.34	8	0.0006	0.082	5.99924e-07	1.01166e-06	3.6e-05	0.000396	951.591	1401.82	951.451	318.176	1.62542	0.0471803	930.014	0.965278	0.0347222	0.885802	0.111111	0.00154321	0.00154321	1	0	0	0.140182	0.140654	1401.82	0.1	0.00958338	0.019589	0.0847227	160981	0.681058	-1.65128	0.412444	0.580419	-0	0.0913194	5.48465	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.443067	0.5	0	0	0	0	0	0	0	0	0	4.5	12.891	67.1275	66.3319	19.3531	9.69448	7.78751	8.10057	0.0680897	0.326831	0.353027	0.119373	0.25097	0.733679	2.64803	-0	-0	0.0198899	0.0587235	0.0386345	0.0381395	-0.0156535
1.36	0	0	951.591	1432.07	-0	0.00716964	0	60	1.225e-07	0.000999877	0	-0.35	8	0.0006	0.082	5.99926e-07	9.8e-07	3.6e-05	0.000396	951.591	1432.07	951.448	318.038	1.622	0.0326486	1105.59	0.962963	0.037037	0.861111	0.136574	0.000771605	0.00154321	1	0	0	0.143207	0.143534	1432.07	0.1	0.00958338	0.019589	0.0847227	160981	0.681058	-1.65128	0.412444	0.580419	-0	0.0913194	5.48465	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.441848	0.5	0	0	0	0	0	0	0	0	0	4.5	13.1407	66.6336	65.8496	19.5475	9.74283	7.80538	8.09867	0.0680897	0.326634	0.352641	0.119566	0.250975	0.734215	2.64788	-0	-0	0.0195983	0.0578777	0.0392187	0.038749	-0.0146647
1.37	0	0	951.591	1378.66	-0	0.0071736	0	60	1.18847e-07	0.000999881	0	-0.36	8	0.0006	0.082	5.99929e-07	9.50779e-07	3.6e-05	0.000396	951.591	1378.66	951.453	318.124	1.62803	-0.0231137	1609.8	0.962963	0.037037	0.875	0.12037	0.00154321	0.00308642	1	0	0	0.137866	0.137635	1378.66	0.1	0.00958338	0.019589	0.0847227	160981	0.681058	-1.65128	0.412444	0.580419	-0	0.0913194	5.48465	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.440648	0.5	0	0	0	0	0	0	0	0	0	4.5	12.5505	66.1468	65.3742	19.7279	9.7887	7.82312	8.0969	0.0680897	0.326439	0.352262	0.119745	0.250979	0.734747	2.64774	-0	-0	0.0193157	0.0570578	0.0397569	0.0393115	-0.0136886
1.38	0	0	951.591	1398	-0	0.00717756	0	60	1.15476e-07	0.000999885	0	-0.37	8	0.0006	0.082	5.99931e-07	9.23804e-07	3.6e-05	0.000396	951.591	1398	951.451	318.24	1.62585	0.0874439	523.56	0.965278	0.0347222	0.862654	0.135802	0	0.00154321	1	0	0	0.1398	0.140674	1398	0.1	0.00958338	0.019589	0.0847227	160981	0.681058	-1.65128	0.412444	0.580419	-0	0.0913194	5.48465	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.439466	0.5	0	0	0	0	0	0	0	0	0	4.5	12.9301	65.667	64.9054	19.8951	9.83219	7.84072	8.09524	0.0680897	0.326248	0.351887	0.119911	0.250984	0.735274	2.64761	-0	-0	0.0190416	0.0562628	0.0402515	0.0398293	-0.0127257
1.39	0	0	951.591	1186.94	-0	0.00718053	0	60	1.12363e-07	0.000999888	0	-0.38	8	0.0006	0.082	5.99933e-07	8.98904e-07	3.6e-05	0.000396	951.591	1186.94	951.473	318.526	1.64968	0.0866683	320.253	0.981481	0.0185185	0.898148	0.101852	0	0	1	0	0	0.118694	0.11956	1186.94	0.1	0.00958338	0.019589	0.0847227	160981	0.681058	-1.65128	0.412444	0.580419	-0	0.0913194	5.48465	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.438301	0.5	0	0	0	0	0	0	0	0	0	4.5	11.0008	65.194	64.4429	20.0496	9.87341	7.85817	8.0937	0.0680897	0.326059	0.351518	0.120064	0.250988	0.735797	2.64748	-0	-0	0.0187759	0.0554916	0.0407049	0.0403048	-0.0117765
1.4	0	0	951.591	962.549	-0	0.00718449	0	60	1.0949e-07	0.000999891	0	-0.39	8	0.0006	0.082	5.99934e-07	8.75918e-07	3.6e-05	0.000396	951.591	962.549	951.495	318.783	1.67503	0.0696932	265.617	0.972222	0.0277778	0.895062	0.104167	0.000771605	0	1	0	0	0.0962549	0.0969518	962.549	0.1	0.00958338	0.019589	0.0847227	160981	0.681058	-1.65128	0.412444	0.580419	-0	0.0913194	5.48465	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.437153	0.5	0	0	0	0	0	0	0	0	0	4.5	8.92002	64.7275	63.9868	20.1922	9.91246	7.87546	8.09228	0.0680897	0.325872	0.351153	0.120206	0.250992	0.736315	2.64737	-0	-0	0.0185182	0.0547432	0.041119	0.0407401	-0.0108412
1.41	0	0.000793038	951.591	840.415	-0	0.00718845	0	60	1.06837e-07	0.000999893	0	-0.4	8	0.0006	0.082	5.99936e-07	8.54699e-07	3.6e-05	0.000396	951.591	840.415	951.507	318.872	1.68887	0.0299907	571.478	0.988426	0.0115741	0.896605	0.102623	0	0.000771605	1	0	0	0.0840415	0.0843105	840.415	0.1	0.00958338	0.019589	0.0847227	160981	0.681058	-1.65128	0.412444	0.580419	-0	0.0913194	5.48465	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.436021	0.5	0	0	0	0	0	0	0	0	0	4.5	7.72585	64.2674	63.5367	20.3234	9.94944	7.89257	8.09098	0.0680898	0.325689	0.350794	0.120336	0.250995	0.736828	2.64727	1.44779e-05	-0	0.018268	0.0540165	0.041496	0.0411373	-0.00992026
1.42	0	0.0663219	951.608	793.214	-0	0.00719241	0	60	1.04389e-07	0.000999896	0	-0.41	8	0.0006	0.082	5.99937e-07	8.35112e-07	3.6e-05	0.000396	951.608	793.214	951.528	319.013	1.71279	0.415753	846.353	0.976852	0.0231481	0.87963	0.118827	0	0.00154321	1	0	0	0.0793214	0.0792683	793.214	0.1	0.00958281	0.0195897	0.0847299	160981	0.681058	-1.65128	0.412444	0.580419	-0	0.0913194	5.48465	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.434905	0.5	0	0	0	0	0	0	0	0	0	4.5	7.23488	63.8134	63.0924	20.4439	9.98443	7.90951	8.08969	0.0681005	0.325507	0.350439	0.120455	0.250999	0.737336	2.64716	0.00283465	-0	0.0180251	0.0533107	0.0418378	0.0414984	-0.00900901
1.43	0	0.271549	951.69	802.132	-0	0.00719637	0	60	1.02129e-07	0.000999898	0	-0.42	8	0.0006	0.082	5.99939e-07	8.17031e-07	3.6e-05	0.000396	951.69	802.132	951.609	319.98	1.80429	1.45383	501.855	0.976852	0.0231481	0.87963	0.118827	0	0.00154321	1	0	0	0.0802132	0.0805135	802.132	0.1	0.00957924	0.0195936	0.0847668	160981	0.681058	-1.65128	0.412444	0.580419	-0	0.0913194	5.48465	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.433805	0.5	0	0	0	0	0	0	0	0	0	4.5	7.37648	63.3655	62.6539	20.5541	10.0175	7.92626	8.08799	0.0681574	0.325328	0.350088	0.120565	0.251002	0.737838	2.64702	0.00966054	-0	0.0177892	0.0526247	0.0421463	0.0418254	-0.00808661
1.44	0	0.591661	951.921	801.953	-0	0.00719934	0	60	1.00043e-07	0.0009999	0	-0.43	8	0.0006	0.082	5.9994e-07	8.0034e-07	3.6e-05	0.000396	951.921	801.953	951.841	322.518	2.06684	3.15047	730.414	0.974537	0.025463	0.871914	0.127315	0	0.000771605	1	0	0	0.0801953	0.0802668	801.953	0.1	0.00956843	0.019605	0.0848731	160981	0.681058	-1.65128	0.412444	0.580419	-0	0.0913194	5.48465	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.432719	0.5	0	0	0	0	0	0	0	0	0	4.5	7.31834	62.9233	62.2209	20.6546	10.0488	7.9428	8.08513	0.0683224	0.325152	0.349742	0.120664	0.251005	0.738333	2.64678	0.0226842	-0	0.01756	0.0519579	0.0424232	0.0421202	-0.00711681
1.45	0	1	952.296	817.336	-0	0.0072033	0	60	9.81166e-08	0.000999902	0	-0.44	8	0.0006	0.082	5.99941e-07	7.84933e-07	3.6e-05	0.000396	952.296	817.336	952.214	326.658	2.49043	4.50122	586.7	0.974537	0.025463	0.873457	0.124228	0.00154321	0.000771605	1	0	0	0.0817336	0.0819642	817.336	0.1	0.00954982	0.0196239	0.0850468	160981	0.681058	-1.65128	0.412444	0.580419	-0	0.0913194	5.48465	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.431648	0.5	0	0	0	0	0	0	0	0	0	4.5	7.46224	62.4868	61.7934	20.7459	10.0783	7.9591	8.08101	0.0685944	0.324977	0.349401	0.120755	0.251008	0.738821	2.64644	0.0309382	-0	0.0173372	0.0513094	0.0426702	0.0423845	-0.00609545
1.46	0	1	952.612	835.406	-0	0.00720726	0	60	9.63388e-08	0.000999904	0	-0.45	8	0.0006	0.082	5.99942e-07	7.7071e-07	3.6e-05	0.000396	952.612	835.406	952.529	330.04	2.84958	3.57831	796.735	0.976852	0.0231481	0.873457	0.125	0	0.00154321	1	0	0	0.0835406	0.0835793	835.406	0.1	0.00953278	0.0196406	0.0851967	160981	0.681058	-1.65128	0.412444	0.580419	-0	0.0913194	5.48465	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.430591	0.5	0	0	0	0	0	0	0	0	0	4.5	7.56697	62.0559	61.371	20.8284	10.1061	7.97514	8.07727	0.0688318	0.324805	0.349063	0.120836	0.251011	0.739302	2.64615	0.0255147	-0	0.0171205	0.0506783	0.0428891	0.0426199	-0.0051062
1.47	0	1	953.088	789.126	-0	0.00721122	0	60	9.46976e-08	0.000999905	0	-0.46	8	0.0006	0.082	5.99943e-07	7.57581e-07	3.6e-05	0.000396	953.088	789.126	953.01	335.39	3.40052	6.51347	629.097	0.969907	0.0300926	0.875	0.123457	0.000771605	0.000771605	1	0	0	0.0789126	0.0790727	789.126	0.1	0.0095102	0.0196641	0.0854163	160981	0.681058	-1.65128	0.412444	0.580419	-0	0.0913194	5.48465	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.429547	0.5	0	0	0	0	0	0	0	0	0	4.5	7.14066	61.6302	60.9539	20.9026	10.1323	7.99093	8.07266	0.0691751	0.324635	0.34873	0.12091	0.251013	0.739775	2.64576	0.0465998	-0	0.0169096	0.050064	0.0430812	0.042828	-0.00408614
1.48	0	1	953.893	723.063	-0	0.00721518	0	60	9.31826e-08	0.000999907	0	-0.47	8	0.0006	0.082	5.99944e-07	7.45461e-07	3.6e-05	0.000396	953.893	723.063	953.821	344.406	4.33683	10.603	359.346	0.988426	0.0115741	0.871914	0.128086	0	0	1	0	0	0.0723063	0.07267	723.063	0.1	0.00947159	0.0197042	0.0857892	160981	0.681058	-1.65128	0.412444	0.580419	-0	0.0913194	5.48465	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.428518	0.5	0	0	0	0	0	0	0	0	0	4.5	6.53495	61.2098	60.5416	20.969	10.157	8.00643	8.06527	0.0697603	0.324467	0.348401	0.120975	0.251016	0.740239	2.64514	0.0765158	-0	0.0167043	0.0494658	0.0432481	0.0430104	-0.00294177
1.49	0	1	955.293	629.696	-0	0.00721914	0	60	9.17842e-08	0.000999908	0	-0.48	8	0.0006	0.082	5.99945e-07	7.34273e-07	3.6e-05	0.000396	955.293	629.696	955.23	359.987	5.98362	16.5046	382.476	0.972222	0.0277778	0.898148	0.101852	0	0	1	0	0	0.0629696	0.0632168	629.696	0.1	0.00940418	0.019774	0.086441	160981	0.681058	-1.65128	0.412444	0.580419	-0	0.0913194	5.48465	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.427501	0.5	0	0	0	0	0	0	0	0	0	4.5	5.60785	60.7945	60.1343	21.0279	10.18	8.02157	8.05268	0.0707892	0.324301	0.348075	0.121033	0.251018	0.740692	2.64409	0.122242	-0	0.0165045	0.048883	0.0433913	0.0431691	-0.00155564
1.5	0	1	957.103	595.557	-0	0.0072231	0	60	9.04932e-08	0.00099991	0	-0.49	8	0.0006	0.082	5.99946e-07	7.23946e-07	3.6e-05	0.000396	957.103	595.557	957.044	380.101	8.14051	18.8739	573.481	0.962963	0.037037	0.901235	0.0964506	0.00154321	0.000771605	1	0	0	0.0595557	0.0595778	595.557	0.1	0.00931424	0.0198654	0.0872937	160981	0.681058	-1.65128	0.412444	0.580419	-0	0.0913194	5.48465	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.426497	0.5	0	0	0	0	0	0	0	0	0	4.5	5.18086	60.3841	59.7317	21.0796	10.2016	8.03627	8.03583	0.0721499	0.324137	0.347753	0.121084	0.25102	0.741131	2.64272	0.142748	-0	0.0163098	0.048315	0.0435124	0.0433057	2.20556e-05
1.51	0	1	959.02	581.616	-0	0.00722706	0	60	8.93015e-08	0.000999911	0	-0.5	8	0.0006	0.082	5.99946e-07	7.14412e-07	3.6e-05	0.000396	959.02	581.616	958.961	401.401	10.4697	19.9223	517.645	0.983796	0.0162037	0.902778	0.0964506	0	0.000771605	1	0	0	0.0581616	0.0582256	581.616	0.1	0.00921908	0.019962	0.0882023	160981	0.681058	-1.65128	0.412444	0.580419	-0	0.0913194	5.48465	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.425505	0.5	0	0	0	0	0	0	0	0	0	4.5	4.97524	59.9785	59.3337	21.1247	10.2215	8.05047	8.01776	0.0736118	0.323975	0.347435	0.121129	0.251022	0.741556	2.64127	0.152126	-0	0.01612	0.0477612	0.0436127	0.0434212	0.00163542
1.52	0	1	961.084	554.339	-0	0.00723102	0	60	8.82014e-08	0.000999912	0	-0.51	8	0.0006	0.082	5.99947e-07	7.05612e-07	3.6e-05	0.000396	961.084	554.339	961.028	424.471	13.0359	21.5933	459.101	0.993056	0.00694444	0.876543	0.123457	0	0	1	0	0	0.0554339	0.0555291	554.339	0.1	0.00911839	0.0200652	0.089184	160981	0.681058	-1.65128	0.412444	0.580419	-0	0.0913194	5.48465	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.424525	0.5	0	0	0	0	0	0	0	0	0	4.5	4.65713	59.5775	58.9401	21.1634	10.24	8.06417	7.99836	0.0752027	0.323815	0.347121	0.121167	0.251024	0.741965	2.63971	0.167061	-0	0.015935	0.047221	0.0436934	0.0435168	0.00329038
1.53	0	1	963.111	622.756	-0.000986425	0.007234	0	60	8.7186e-08	0.000999913	0	-0.52	8	0.0006	0.082	5.99948e-07	6.97488e-07	3.6e-05	0.000396	963.111	622.756	963.049	447.01	15.6021	18.4014	877.057	0.988426	0.0115741	0.891975	0.107253	0	0.000771605	1	0	0	0.0622756	0.0620213	622.756	0.1	0.00901765	0.0201674	0.090159	160981	0.681058	-1.65128	0.412444	0.580419	-9.86425e-05	0.0913194	5.48465	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.423557	0.5	0	0	0	0	0	0	0	0	0	4.5	5.07315	59.1812	58.551	21.196	10.257	8.07734	7.97861	0.0768012	0.323657	0.34681	0.121199	0.251026	0.742359	2.63815	0.145273	-0	0.0157545	0.0466938	0.0437558	0.0435936	0.00493622
1.54	0	1	964.884	636.428	-0	0.00723796	0	60	8.62486e-08	0.000999914	0	-0.53	8	0.0006	0.082	5.99948e-07	6.89989e-07	3.6e-05	0.000396	964.884	636.428	964.82	466.925	17.9006	17.743	838.775	0.990741	0.00925926	0.861111	0.138117	0	0.000771605	1	0	0	0.0636428	0.0634404	636.428	0.1	0.00893213	0.0202556	0.0910124	160981	0.681058	-1.65128	0.412444	0.580419	-0	0.0913194	5.48465	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.422601	0.5	0	0	0	0	0	0	0	0	0	4.5	5.10926	58.7893	58.1662	21.2228	10.2726	8.09001	7.9617	0.0782073	0.3235	0.346502	0.121225	0.251027	0.742738	2.6368	0.142622	-0	0.0155784	0.0461793	0.0438007	0.0436522	0.00641531
1.55	0	1	966.532	669.737	-0	0.00724192	0	60	8.53832e-08	0.000999915	0	-0.54	8	0.0006	0.082	5.99949e-07	6.83066e-07	3.6e-05	0.000396	966.532	669.737	966.465	485.536	20.0749	16.2046	521.816	0.983796	0.0162037	0.878086	0.121914	0	0	1	0	0	0.0669737	0.0671216	669.737	0.1	0.00885282	0.0203373	0.0918096	160981	0.681058	-1.65128	0.412444	0.580419	-0	0.0913194	5.48465	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.421655	0.5	0	0	0	0	0	0	0	0	0	4.5	5.35172	58.4018	57.7856	21.2442	10.2869	8.10221	7.94588	0.0795305	0.323345	0.346198	0.121246	0.251029	0.743102	2.63555	0.129708	-0	0.0154065	0.0456767	0.0438292	0.0436935	0.00781648
1.56	0	1	968.26	659.533	-0	0.00724588	0	60	8.45844e-08	0.000999915	0	-0.55	8	0.0006	0.082	5.99949e-07	6.76676e-07	3.6e-05	0.000396	968.26	659.533	968.194	505.025	22.4035	16.9768	771.787	0.979167	0.0208333	0.885802	0.113426	0	0.000771605	1	0	0	0.0659533	0.0658411	659.533	0.1	0.00877242	0.0204218	0.0926447	160981	0.681058	-1.65128	0.412444	0.580419	-0	0.0913194	5.48465	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.420721	0.5	0	0	0	0	0	0	0	0	0	4.5	5.14872	58.0186	57.409	21.2604	10.2999	8.11397	7.92966	0.080922	0.323192	0.345897	0.121262	0.25103	0.743454	2.63424	0.139047	-0	0.0152387	0.0451858	0.0438419	0.0437186	0.00921533
1.57	0	1	969.914	702.765	-0	0.00724984	0	60	8.38471e-08	0.000999916	0	-0.56	8	0.0006	0.082	5.9995e-07	6.70777e-07	3.6e-05	0.000396	969.914	702.765	969.844	523.677	24.6687	15.201	1009.86	0.988426	0.0115741	0.890432	0.108796	0	0.000771605	1	0	0	0.0702765	0.0699694	702.765	0.1	0.00869463	0.020503	0.0934511	160981	0.681058	-1.65128	0.412444	0.580419	-0	0.0913194	5.48465	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.419797	0.5	0	0	0	0	0	0	0	0	0	4.5	5.37423	57.6394	57.0365	21.2716	10.3117	8.12527	7.9138	0.0822771	0.323041	0.3456	0.121272	0.251031	0.743791	2.63299	0.126979	-0	0.0150747	0.044706	0.0438398	0.0437284	0.0105732
1.58	0	1	971.397	699.456	-0	0.0072538	0	60	8.31664e-08	0.000999917	0	-0.57	8	0.0006	0.082	5.9995e-07	6.65331e-07	3.6e-05	0.000396	971.397	699.456	971.327	540.653	26.7395	15.5311	582.924	0.988426	0.0115741	0.871914	0.128086	0	0	1	0	0	0.0699456	0.0700621	699.456	0.1	0.00862672	0.0205749	0.0941731	160981	0.681058	-1.65128	0.412444	0.580419	-0	0.0913194	5.48465	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.418884	0.5	0	0	0	0	0	0	0	0	0	4.5	5.34216	57.2644	56.6678	21.2782	10.3223	8.13613	7.89998	0.0834947	0.322891	0.345305	0.121279	0.251032	0.744116	2.63188	0.127891	-0	0.0149145	0.044237	0.0438237	0.0437236	0.0118074
1.59	0	1	973.021	695.74	-0	0.00725776	0	60	8.25381e-08	0.000999917	0	-0.58	8	0.0006	0.082	5.9995e-07	6.60304e-07	3.6e-05	0.000396	973.021	695.74	972.952	559.15	29.0484	15.9322	851.871	0.979167	0.0208333	0.908951	0.0902778	0	0.000771605	1	0	0	0.069574	0.0694179	695.74	0.1	0.00855338	0.0206531	0.0949668	160981	0.681058	-1.65128	0.412444	0.580419	-0	0.0913194	5.48465	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.417981	0.5	0	0	0	0	0	0	0	0	0	4.5	5.19717	56.8933	56.303	21.2804	10.3318	8.14658	7.88479	0.0848405	0.322743	0.345013	0.12128	0.251033	0.744428	2.63066	0.134381	-0	0.0147578	0.0437782	0.0437943	0.0437051	0.0130893
1.6	0	1	974.54	735.633	-0	0.00726073	0	60	8.1958e-08	0.000999918	0	-0.59	8	0.0006	0.082	5.99951e-07	6.55664e-07	3.6e-05	0.000396	974.54	735.633	974.466	576.406	31.2389	14.4402	1007.23	0.967593	0.0324074	0.865741	0.133488	0	0.000771605	1	0	0	0.0735633	0.0732917	735.633	0.1	0.00848428	0.0207266	0.0957141	160981	0.681058	-1.65128	0.412444	0.580419	-0	0.0913194	5.48465	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.417088	0.5	0	0	0	0	0	0	0	0	0	4.5	5.40444	56.5261	55.9419	21.2784	10.3403	8.15659	7.8704	0.0861171	0.322596	0.344725	0.121278	0.251034	0.744727	2.62952	0.123298	-0	0.0146046	0.0433294	0.0437525	0.0436738	0.0143096
1.61	0	1	975.875	763.094	-0	0.00726469	0	60	8.14226e-08	0.000999919	0	-0.6	8	0.0006	0.082	5.99951e-07	6.51381e-07	3.6e-05	0.000396	975.875	763.094	975.799	591.806	33.1965	13.5013	638.505	0.993056	0.00694444	0.87037	0.12963	0	0	1	0	0	0.0763094	0.076434	763.094	0.1	0.00842417	0.0207907	0.0963726	160981	0.681058	-1.65128	0.412444	0.580419	-0	0.0913194	5.48465	0.5	1	0.5	0.082	0.5	8	0.5	40	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.416205	0.5	0	0	0	0	0	0	0	0	0	4.5	5.59863	56.1627	55.5845	21.2724	10.3477	8.16621	7.858	0.0872473	0.322451	0.344439	0.121272	0.251035	0.745014	2.62854	0.112968	-0	0.0144547	0.0428901	0.0436989	0.04363	0.0154105
